               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.020925,           0.0074604,           0.0036652,              0.9957,                   1,               0.995,             0.85546,           0.0099194,            0.003295,           0.0022785,            0.003763,            0.003763,            0.003763
                 317,            0.019234,           0.0074035,           0.0034151,             0.99624,                   1,               0.995,             0.87898,           0.0094838,           0.0033334,           0.0022043,           0.0037432,           0.0037432,           0.0037432
                 318,            0.019984,            0.006678,             0.00361,             0.99673,                   1,               0.995,              0.8466,            0.010934,           0.0034176,           0.0021194,           0.0037234,           0.0037234,           0.0037234
                 319,            0.020811,           0.0070882,           0.0035655,               0.997,                   1,               0.995,             0.85927,           0.0085793,           0.0032937,           0.0020944,           0.0037036,           0.0037036,           0.0037036
                 320,            0.019612,           0.0062722,           0.0044833,               0.997,                   1,               0.995,             0.85927,           0.0085793,           0.0032937,           0.0020944,           0.0036838,           0.0036838,           0.0036838
                 321,            0.018565,           0.0058149,           0.0031242,             0.99626,                   1,               0.995,             0.85029,           0.0083143,           0.0031872,           0.0020298,            0.003664,            0.003664,            0.003664
                 322,            0.019263,           0.0063194,           0.0027538,             0.99598,                   1,               0.995,             0.83937,            0.010901,           0.0033624,           0.0020073,           0.0036442,           0.0036442,           0.0036442
                 323,            0.023764,           0.0068455,           0.0034644,             0.99588,                   1,               0.995,             0.88766,           0.0086928,           0.0031759,            0.001986,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017486,           0.0072473,           0.0041555,             0.99588,                   1,               0.995,             0.88766,           0.0086928,           0.0031759,            0.001986,           0.0036046,           0.0036046,           0.0036046
                 325,            0.016514,           0.0064485,           0.0032583,             0.99593,                   1,               0.995,             0.86774,           0.0087253,           0.0031597,           0.0019739,           0.0035848,           0.0035848,           0.0035848
                 326,            0.017346,           0.0071289,           0.0030436,             0.99593,                   1,               0.995,             0.81707,            0.010967,           0.0033591,           0.0019751,            0.003565,            0.003565,            0.003565
                 327,            0.022139,            0.007657,           0.0028594,               0.996,                   1,               0.995,             0.86741,            0.009268,           0.0031772,           0.0019558,           0.0035452,           0.0035452,           0.0035452
                 328,            0.020619,           0.0070304,           0.0045396,               0.996,                   1,               0.995,             0.86741,            0.009268,           0.0031772,           0.0019558,           0.0035254,           0.0035254,           0.0035254
                 329,            0.018284,           0.0072662,           0.0027091,             0.99585,                   1,               0.995,             0.87106,           0.0078278,           0.0031193,           0.0019469,           0.0035056,           0.0035056,           0.0035056
                 330,            0.018646,           0.0079332,           0.0053655,             0.99601,                   1,               0.995,             0.84442,           0.0098022,           0.0033448,           0.0019382,           0.0034858,           0.0034858,           0.0034858
                 331,            0.019818,            0.007482,           0.0034063,             0.99613,                   1,               0.995,             0.85129,           0.0077104,           0.0031278,           0.0019196,            0.003466,            0.003466,            0.003466
                 332,            0.016879,            0.006052,           0.0026909,             0.99613,                   1,               0.995,             0.85129,           0.0077104,           0.0031278,           0.0019196,           0.0034462,           0.0034462,           0.0034462
                 333,            0.019528,           0.0064777,           0.0059518,             0.99624,                   1,               0.995,              0.8818,           0.0073858,           0.0031342,           0.0019074,           0.0034264,           0.0034264,           0.0034264
                 334,            0.018292,           0.0070447,            0.005745,             0.99626,                   1,               0.995,             0.88755,           0.0083667,           0.0031551,           0.0018829,           0.0034066,           0.0034066,           0.0034066
                 335,            0.017899,           0.0077774,           0.0049798,             0.99628,                   1,               0.995,             0.89825,           0.0074872,           0.0031185,           0.0018529,           0.0033868,           0.0033868,           0.0033868
                 336,            0.019222,           0.0068855,           0.0035164,             0.99628,                   1,               0.995,             0.89825,           0.0074872,           0.0031185,           0.0018529,            0.003367,            0.003367,            0.003367
                 337,            0.018781,           0.0058219,           0.0030374,             0.99637,                   1,               0.995,             0.90761,           0.0073458,           0.0031436,           0.0018407,           0.0033472,           0.0033472,           0.0033472
                 338,            0.019199,           0.0068175,           0.0027181,             0.99656,                   1,               0.995,             0.88274,             0.01016,           0.0033743,           0.0018448,           0.0033274,           0.0033274,           0.0033274
                 339,            0.022479,           0.0079275,           0.0025058,              0.9967,                   1,               0.995,             0.89791,           0.0074919,            0.003089,           0.0018377,           0.0033076,           0.0033076,           0.0033076
                 340,            0.018172,           0.0063734,           0.0075383,              0.9967,                   1,               0.995,             0.89791,           0.0074919,            0.003089,           0.0018377,           0.0032878,           0.0032878,           0.0032878
                 341,            0.017548,           0.0064949,           0.0028322,             0.99683,                   1,               0.995,             0.89304,           0.0078086,           0.0031012,           0.0018278,            0.003268,            0.003268,            0.003268
                 342,            0.017489,           0.0065354,           0.0027747,             0.99695,                   1,               0.995,             0.86511,            0.012064,           0.0034374,           0.0018312,           0.0032482,           0.0032482,           0.0032482
                 343,            0.022326,            0.007383,           0.0044799,             0.99704,                   1,               0.995,             0.90419,           0.0072281,            0.003015,           0.0018182,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017502,           0.0062799,           0.0032969,             0.99704,                   1,               0.995,             0.90419,           0.0072281,            0.003015,           0.0018182,           0.0032086,           0.0032086,           0.0032086
                 345,            0.020445,           0.0057426,           0.0031754,             0.99707,                   1,               0.995,              0.8984,           0.0064537,            0.002933,           0.0018113,           0.0031888,           0.0031888,           0.0031888
                 346,             0.01968,            0.006206,            0.003537,             0.99698,                   1,               0.995,             0.84291,            0.010531,           0.0032879,           0.0017732,            0.003169,            0.003169,            0.003169
                 347,            0.020493,           0.0065195,           0.0043493,             0.99709,                   1,               0.995,             0.88776,           0.0075077,           0.0029452,           0.0017615,           0.0031492,           0.0031492,           0.0031492
                 348,            0.017588,           0.0061103,           0.0031392,             0.99709,                   1,               0.995,             0.88776,           0.0075077,           0.0029452,           0.0017615,           0.0031294,           0.0031294,           0.0031294
                 349,            0.015775,           0.0072421,           0.0029567,             0.99707,                   1,               0.995,             0.90979,           0.0068799,           0.0028374,           0.0017455,           0.0031096,           0.0031096,           0.0031096
                 350,            0.017776,           0.0065634,           0.0028783,             0.99701,                   1,               0.995,             0.84513,           0.0094816,           0.0031064,           0.0017203,           0.0030898,           0.0030898,           0.0030898
                 351,             0.01852,           0.0068442,           0.0055472,             0.99708,                   1,               0.995,              0.8961,           0.0071573,           0.0028686,           0.0017197,             0.00307,             0.00307,             0.00307
                 352,            0.016143,           0.0067812,            0.002873,             0.99708,                   1,               0.995,              0.8961,           0.0071573,           0.0028686,           0.0017197,           0.0030502,           0.0030502,           0.0030502
                 353,            0.016168,           0.0068774,           0.0038374,             0.99706,                   1,               0.995,              0.9051,           0.0079081,           0.0029413,           0.0017076,           0.0030304,           0.0030304,           0.0030304
                 354,            0.017722,           0.0069141,           0.0025708,             0.99692,                   1,               0.995,             0.89082,             0.01015,           0.0031318,             0.00168,           0.0030106,           0.0030106,           0.0030106
                 355,            0.021887,           0.0066577,           0.0037595,              0.9969,                   1,               0.995,             0.89689,           0.0078115,            0.002883,           0.0016861,           0.0029908,           0.0029908,           0.0029908
                 356,            0.016549,           0.0079595,           0.0026119,              0.9969,                   1,               0.995,             0.89689,           0.0078115,            0.002883,           0.0016861,            0.002971,            0.002971,            0.002971
                 357,            0.017318,           0.0069466,           0.0026147,             0.99691,                   1,               0.995,             0.91354,           0.0081211,           0.0028811,           0.0016733,           0.0029512,           0.0029512,           0.0029512
                 358,            0.017804,           0.0073243,           0.0024905,             0.99695,                   1,               0.995,             0.90356,           0.0080009,           0.0029743,           0.0016616,           0.0029314,           0.0029314,           0.0029314
                 359,            0.019193,           0.0073887,           0.0023108,             0.99704,                   1,               0.995,             0.84483,           0.0091899,           0.0032587,            0.001651,           0.0029116,           0.0029116,           0.0029116
                 360,            0.020894,           0.0070585,            0.002962,             0.99704,                   1,               0.995,             0.84483,           0.0091899,           0.0032587,            0.001651,           0.0028918,           0.0028918,           0.0028918
                 361,            0.017226,           0.0065508,            0.010813,             0.99705,                   1,               0.995,              0.8595,            0.008632,           0.0033131,           0.0016555,            0.002872,            0.002872,            0.002872
                 362,            0.016638,            0.005932,           0.0031914,             0.99688,                   1,               0.995,             0.91569,           0.0089569,           0.0031569,           0.0016435,           0.0028522,           0.0028522,           0.0028522
                 363,            0.018891,           0.0063787,           0.0028923,              0.9968,                   1,               0.995,             0.89542,           0.0090793,           0.0030499,           0.0016525,           0.0028324,           0.0028324,           0.0028324
                 364,            0.019533,           0.0058891,           0.0027818,              0.9968,                   1,               0.995,             0.89542,           0.0090793,           0.0030499,           0.0016525,           0.0028126,           0.0028126,           0.0028126
                 365,            0.016313,           0.0074081,           0.0028424,             0.99677,                   1,               0.995,             0.90992,           0.0076788,           0.0028705,           0.0016508,           0.0027928,           0.0027928,           0.0027928
                 366,            0.016249,           0.0069244,           0.0028882,              0.9968,                   1,               0.995,             0.91252,           0.0081107,           0.0029238,           0.0016393,            0.002773,            0.002773,            0.002773
                 367,            0.016846,           0.0074572,           0.0023046,             0.99679,                   1,               0.995,             0.85808,            0.008759,           0.0029832,           0.0016304,           0.0027532,           0.0027532,           0.0027532
                 368,            0.017895,           0.0064338,           0.0026551,             0.99679,                   1,               0.995,             0.85808,            0.008759,           0.0029832,           0.0016304,           0.0027334,           0.0027334,           0.0027334
                 369,            0.018383,           0.0065501,           0.0023723,             0.99674,                   1,               0.995,             0.86674,           0.0086251,           0.0029475,           0.0016308,           0.0027136,           0.0027136,           0.0027136
                 370,            0.017778,           0.0072961,            0.002426,             0.99671,                   1,               0.995,              0.9165,           0.0079188,           0.0029012,           0.0016279,           0.0026938,           0.0026938,           0.0026938
                 371,            0.020999,           0.0072043,            0.002813,             0.99665,                   1,               0.995,             0.91543,           0.0071612,            0.002873,           0.0016225,            0.002674,            0.002674,            0.002674
                 372,             0.01719,           0.0058873,           0.0024621,             0.99665,                   1,               0.995,             0.91543,           0.0071612,            0.002873,           0.0016225,           0.0026542,           0.0026542,           0.0026542
                 373,             0.01755,           0.0065323,           0.0046731,             0.99664,                   1,               0.995,             0.90913,             0.00699,           0.0028687,            0.001615,           0.0026344,           0.0026344,           0.0026344
                 374,            0.016489,           0.0064124,           0.0032922,             0.99674,                   1,               0.995,             0.90779,           0.0072348,             0.00288,           0.0016038,           0.0026146,           0.0026146,           0.0026146
                 375,            0.015808,           0.0064633,           0.0024022,             0.99675,                   1,               0.995,             0.91103,           0.0068227,           0.0028633,           0.0015854,           0.0025948,           0.0025948,           0.0025948
                 376,            0.017195,           0.0064365,           0.0055204,             0.99675,                   1,               0.995,             0.91103,           0.0068227,           0.0028633,           0.0015854,            0.002575,            0.002575,            0.002575
                 377,             0.01622,            0.006268,           0.0026428,             0.99671,                   1,               0.995,              0.9172,           0.0059159,           0.0028184,           0.0015732,           0.0025552,           0.0025552,           0.0025552
                 378,            0.016032,           0.0064884,           0.0024839,             0.99674,                   1,               0.995,             0.88342,           0.0088573,           0.0030268,           0.0015568,           0.0025354,           0.0025354,           0.0025354
                 379,            0.019874,           0.0061438,            0.007492,             0.99672,                   1,               0.995,             0.85942,           0.0087617,           0.0030908,           0.0015394,           0.0025156,           0.0025156,           0.0025156
                 380,            0.017748,           0.0070298,           0.0022766,             0.99672,                   1,               0.995,             0.85942,           0.0087617,           0.0030908,           0.0015394,           0.0024958,           0.0024958,           0.0024958
                 381,            0.015356,           0.0070012,           0.0032974,             0.99673,                   1,               0.995,             0.87516,           0.0073807,           0.0029691,            0.001538,            0.002476,            0.002476,            0.002476
                 382,            0.014598,            0.007055,           0.0020141,              0.9967,                   1,               0.995,             0.89376,           0.0071233,           0.0029319,           0.0015349,           0.0024562,           0.0024562,           0.0024562
                 383,            0.015859,           0.0068742,           0.0024564,             0.99665,                   1,               0.995,             0.89274,            0.007115,           0.0029567,           0.0015319,           0.0024364,           0.0024364,           0.0024364
                 384,            0.016995,           0.0058471,           0.0030333,             0.99665,                   1,               0.995,             0.89274,            0.007115,           0.0029567,           0.0015319,           0.0024166,           0.0024166,           0.0024166
                 385,            0.013411,           0.0064499,           0.0021945,             0.99661,                   1,               0.995,             0.91286,           0.0062294,            0.002857,           0.0015319,           0.0023968,           0.0023968,           0.0023968
                 386,            0.014755,            0.007282,           0.0021649,             0.99666,                   1,               0.995,             0.89671,           0.0077139,           0.0028928,            0.001526,            0.002377,            0.002377,            0.002377
                 387,            0.017949,           0.0065901,           0.0041384,             0.99676,                   1,               0.995,              0.9002,           0.0061412,           0.0027559,             0.00154,           0.0023572,           0.0023572,           0.0023572
                 388,            0.016211,           0.0068904,           0.0025199,             0.99676,                   1,               0.995,              0.9002,           0.0061412,           0.0027559,             0.00154,           0.0023374,           0.0023374,           0.0023374
                 389,            0.015723,           0.0069303,            0.004269,             0.99683,                   1,               0.995,             0.89193,           0.0063333,           0.0027592,           0.0015485,           0.0023176,           0.0023176,           0.0023176
                 390,            0.015098,           0.0057734,           0.0020754,             0.99698,                   1,               0.995,             0.88154,           0.0082001,           0.0029099,           0.0015457,           0.0022978,           0.0022978,           0.0022978
                 391,             0.01797,           0.0066629,           0.0034736,             0.99696,                   1,               0.995,             0.91543,           0.0059915,           0.0027082,           0.0015584,            0.002278,            0.002278,            0.002278
                 392,            0.015412,           0.0063593,           0.0022039,             0.99696,                   1,               0.995,             0.91543,           0.0059915,           0.0027082,           0.0015584,           0.0022582,           0.0022582,           0.0022582
                 393,            0.013718,           0.0062086,           0.0038675,             0.99702,                   1,               0.995,                0.91,           0.0059412,           0.0027067,           0.0015582,           0.0022384,           0.0022384,           0.0022384
                 394,            0.014229,           0.0055873,           0.0022207,             0.99708,                   1,               0.995,             0.92014,           0.0067244,           0.0027678,           0.0015532,           0.0022186,           0.0022186,           0.0022186
                 395,            0.014038,           0.0057029,           0.0022706,             0.99715,                   1,               0.995,             0.92032,           0.0076611,           0.0028598,           0.0015584,           0.0021988,           0.0021988,           0.0021988
                 396,            0.017523,           0.0064153,           0.0021553,             0.99715,                   1,               0.995,             0.92032,           0.0076611,           0.0028598,           0.0015584,            0.002179,            0.002179,            0.002179
                 397,            0.015276,           0.0061909,           0.0039998,             0.99721,                   1,               0.995,             0.92365,           0.0076188,           0.0028408,           0.0015607,           0.0021592,           0.0021592,           0.0021592
                 398,            0.014713,           0.0064287,           0.0024684,             0.99727,                   1,               0.995,             0.90971,           0.0065617,           0.0027659,           0.0015588,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015127,            0.006205,           0.0058953,             0.99724,                   1,               0.995,              0.9067,           0.0073467,           0.0028734,           0.0015675,           0.0021196,           0.0021196,           0.0021196
                 400,            0.015703,           0.0057473,           0.0023826,             0.99724,                   1,               0.995,              0.9067,           0.0073467,           0.0028734,           0.0015675,           0.0020998,           0.0020998,           0.0020998
                 401,            0.014107,           0.0063187,           0.0020825,             0.99723,                   1,               0.995,             0.91111,           0.0069902,           0.0028271,           0.0015643,             0.00208,             0.00208,             0.00208
                 402,             0.01273,            0.006037,           0.0021775,             0.99724,                   1,               0.995,             0.92401,           0.0068291,           0.0028267,           0.0015548,           0.0020602,           0.0020602,           0.0020602
                 403,            0.015924,           0.0051223,           0.0019517,             0.99728,                   1,               0.995,              0.8849,           0.0078561,           0.0029001,           0.0015392,           0.0020404,           0.0020404,           0.0020404
                 404,            0.017174,           0.0060463,           0.0021294,             0.99728,                   1,               0.995,              0.8849,           0.0078561,           0.0029001,           0.0015392,           0.0020206,           0.0020206,           0.0020206
                 405,            0.015782,           0.0066135,           0.0019456,             0.99729,                   1,               0.995,             0.90862,           0.0071588,           0.0027829,           0.0015288,           0.0020008,           0.0020008,           0.0020008
                 406,            0.015564,           0.0058808,           0.0023388,             0.99728,                   1,               0.995,             0.93683,           0.0058017,           0.0026231,           0.0015329,            0.001981,            0.001981,            0.001981
                 407,             0.01596,           0.0056291,           0.0044317,             0.99722,                   1,               0.995,             0.91868,           0.0066413,           0.0026696,           0.0015074,           0.0019612,           0.0019612,           0.0019612
                 408,            0.014956,           0.0069127,           0.0027789,             0.99722,                   1,               0.995,             0.91868,           0.0066413,           0.0026696,           0.0015074,           0.0019414,           0.0019414,           0.0019414
                 409,            0.014115,           0.0068918,           0.0018527,             0.99714,                   1,               0.995,             0.92191,           0.0064977,            0.002634,            0.001493,           0.0019216,           0.0019216,           0.0019216
                 410,            0.013926,           0.0059343,           0.0020158,             0.99717,                   1,               0.995,             0.91125,           0.0071207,           0.0027011,           0.0014851,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015145,           0.0061489,           0.0019126,              0.9971,                   1,               0.995,              0.9287,           0.0061522,           0.0025478,           0.0014703,            0.001882,            0.001882,            0.001882
                 412,            0.015238,           0.0062239,             0.00395,              0.9971,                   1,               0.995,              0.9287,           0.0061522,           0.0025478,           0.0014703,           0.0018622,           0.0018622,           0.0018622
                 413,            0.015083,           0.0061303,           0.0025516,             0.99707,                   1,               0.995,             0.92846,           0.0057607,           0.0024946,            0.001462,           0.0018424,           0.0018424,           0.0018424
                 414,            0.015359,           0.0056459,           0.0024563,             0.99698,                   1,               0.995,             0.92681,           0.0061041,           0.0025255,           0.0014616,           0.0018226,           0.0018226,           0.0018226
                 415,            0.015044,            0.006234,           0.0026316,             0.99696,                   1,               0.995,             0.93502,           0.0067063,            0.002608,           0.0014549,           0.0018028,           0.0018028,           0.0018028
                 416,            0.016163,           0.0065244,           0.0031093,             0.99696,                   1,               0.995,             0.93502,           0.0067063,            0.002608,           0.0014549,            0.001783,            0.001783,            0.001783
                 417,            0.013962,           0.0061653,            0.001949,             0.99687,                   1,               0.995,              0.9353,           0.0063077,           0.0026064,           0.0014514,           0.0017632,           0.0017632,           0.0017632
                 418,            0.015443,            0.006989,            0.002498,              0.9968,                   1,               0.995,              0.9107,           0.0063239,           0.0026392,           0.0014378,           0.0017434,           0.0017434,           0.0017434
                 419,            0.014058,           0.0060544,           0.0021194,             0.99681,                   1,               0.995,             0.93461,           0.0064118,           0.0026242,           0.0014156,           0.0017236,           0.0017236,           0.0017236
                 420,            0.015681,           0.0052851,           0.0031623,             0.99681,                   1,               0.995,             0.93461,           0.0064118,           0.0026242,           0.0014156,           0.0017038,           0.0017038,           0.0017038
                 421,            0.013619,           0.0064938,           0.0030393,             0.99679,                   1,               0.995,             0.92474,           0.0061765,           0.0025778,           0.0013987,            0.001684,            0.001684,            0.001684
                 422,             0.01455,           0.0056996,           0.0025766,             0.99674,                   1,               0.995,             0.93204,           0.0051105,           0.0024325,           0.0013975,           0.0016642,           0.0016642,           0.0016642
                 423,            0.014848,           0.0053499,           0.0021585,             0.99677,                   1,               0.995,             0.93309,           0.0052728,           0.0024375,           0.0013868,           0.0016444,           0.0016444,           0.0016444
                 424,            0.013426,           0.0061563,            0.002535,             0.99677,                   1,               0.995,             0.93309,           0.0052728,           0.0024375,           0.0013868,           0.0016246,           0.0016246,           0.0016246
                 425,            0.014169,           0.0061017,           0.0034216,             0.99682,                   1,               0.995,             0.93441,           0.0054235,           0.0024659,           0.0013719,           0.0016048,           0.0016048,           0.0016048
                 426,            0.014459,           0.0060916,           0.0020966,             0.99683,                   1,               0.995,             0.92725,           0.0059251,           0.0025136,           0.0013575,            0.001585,            0.001585,            0.001585
                 427,             0.01546,           0.0063581,           0.0023491,             0.99689,                   1,               0.995,             0.91521,           0.0062766,           0.0025569,           0.0013516,           0.0015652,           0.0015652,           0.0015652
                 428,            0.014832,           0.0059148,           0.0018784,             0.99689,                   1,               0.995,             0.91521,           0.0062766,           0.0025569,           0.0013516,           0.0015454,           0.0015454,           0.0015454
                 429,             0.01202,           0.0057373,           0.0020029,             0.99689,                   1,               0.995,             0.92249,           0.0061858,            0.002555,           0.0013362,           0.0015256,           0.0015256,           0.0015256
                 430,            0.015784,           0.0077315,           0.0034296,             0.99696,                   1,               0.995,             0.90285,           0.0065964,           0.0026067,           0.0013292,           0.0015058,           0.0015058,           0.0015058
                 431,            0.014262,           0.0064654,           0.0019784,             0.99701,                   1,               0.995,             0.93567,           0.0056531,            0.002475,           0.0013168,            0.001486,            0.001486,            0.001486
                 432,            0.013948,           0.0059659,           0.0020275,             0.99701,                   1,               0.995,             0.93567,           0.0056531,            0.002475,           0.0013168,           0.0014662,           0.0014662,           0.0014662
                 433,            0.015708,           0.0077797,           0.0046608,             0.99708,                   1,               0.995,             0.93667,           0.0052609,           0.0024201,           0.0013105,           0.0014464,           0.0014464,           0.0014464
                 434,            0.014982,           0.0052302,           0.0019531,             0.99719,                   1,               0.995,             0.93094,           0.0060642,           0.0025043,           0.0013032,           0.0014266,           0.0014266,           0.0014266
                 435,            0.014969,           0.0061848,           0.0018745,             0.99717,                   1,               0.995,             0.91935,           0.0054768,           0.0024511,           0.0012975,           0.0014068,           0.0014068,           0.0014068
                 436,              0.0143,           0.0058786,           0.0029012,             0.99717,                   1,               0.995,             0.91935,           0.0054768,           0.0024511,           0.0012975,            0.001387,            0.001387,            0.001387
                 437,            0.013693,            0.005934,           0.0023239,             0.99716,                   1,               0.995,             0.93509,           0.0053237,            0.002442,           0.0012894,           0.0013672,           0.0013672,           0.0013672
                 438,            0.013789,           0.0054781,           0.0036727,             0.99718,                   1,               0.995,             0.92219,           0.0061123,           0.0025348,           0.0012843,           0.0013474,           0.0013474,           0.0013474
                 439,            0.012421,           0.0068133,           0.0017174,             0.99716,                   1,               0.995,             0.91317,           0.0059519,            0.002525,           0.0012752,           0.0013276,           0.0013276,           0.0013276
                 440,            0.014176,           0.0052789,           0.0017384,             0.99716,                   1,               0.995,             0.91317,           0.0059519,            0.002525,           0.0012752,           0.0013078,           0.0013078,           0.0013078
                 441,            0.013001,           0.0059341,           0.0016781,             0.99715,                   1,               0.995,             0.92551,           0.0055283,           0.0024687,           0.0012726,            0.001288,            0.001288,            0.001288
                 442,            0.013103,           0.0065604,           0.0034912,             0.99715,                   1,               0.995,             0.93305,           0.0052815,           0.0024334,           0.0012695,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011839,           0.0054348,           0.0020895,             0.99708,                   1,               0.995,             0.91927,           0.0058878,           0.0025045,           0.0012603,           0.0012484,           0.0012484,           0.0012484
                 444,            0.013531,           0.0051247,           0.0017412,             0.99708,                   1,               0.995,             0.91927,           0.0058878,           0.0025045,           0.0012603,           0.0012286,           0.0012286,           0.0012286
                 445,            0.012663,           0.0049957,            0.002171,              0.9971,                   1,               0.995,             0.92241,           0.0058689,           0.0025295,           0.0012562,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012816,           0.0057875,            0.001938,              0.9971,                   1,               0.995,             0.93035,           0.0052477,           0.0024656,           0.0012538,            0.001189,            0.001189,            0.001189
                 447,            0.013249,           0.0068715,           0.0020224,             0.99713,                   1,               0.995,             0.91166,           0.0059888,           0.0025629,           0.0012461,           0.0011692,           0.0011692,           0.0011692
                 448,            0.013876,            0.006005,           0.0020256,             0.99713,                   1,               0.995,             0.91166,           0.0059888,           0.0025629,           0.0012461,           0.0011494,           0.0011494,           0.0011494
                 449,            0.013491,           0.0054292,            0.001854,             0.99718,                   1,               0.995,             0.91099,            0.006067,           0.0025662,           0.0012425,           0.0011296,           0.0011296,           0.0011296
                 450,            0.012598,           0.0061831,           0.0017353,             0.99714,                   1,               0.995,             0.91122,           0.0058073,           0.0025092,           0.0012425,           0.0011098,           0.0011098,           0.0011098
                 451,            0.012918,           0.0057422,           0.0016051,             0.99719,                   1,               0.995,             0.93516,           0.0052334,           0.0024281,           0.0012396,             0.00109,             0.00109,             0.00109
                 452,            0.011273,           0.0059907,           0.0018053,             0.99719,                   1,               0.995,             0.93516,           0.0052334,           0.0024281,           0.0012396,           0.0010702,           0.0010702,           0.0010702
                 453,            0.012996,           0.0061339,           0.0017848,             0.99718,                   1,               0.995,             0.93719,           0.0052784,           0.0024213,           0.0012305,           0.0010504,           0.0010504,           0.0010504
                 454,            0.012486,           0.0061888,           0.0025396,             0.99717,                   1,               0.995,             0.93556,           0.0053424,           0.0024306,            0.001223,           0.0010306,           0.0010306,           0.0010306
                 455,            0.012689,           0.0065079,           0.0020242,              0.9972,                   1,               0.995,             0.93871,           0.0050318,            0.002406,           0.0012144,           0.0010108,           0.0010108,           0.0010108
                 456,            0.011481,           0.0060482,           0.0015622,              0.9972,                   1,               0.995,             0.93871,           0.0050318,            0.002406,           0.0012144,            0.000991,            0.000991,            0.000991
                 457,            0.011403,           0.0056135,            0.001754,             0.99722,                   1,               0.995,             0.94149,           0.0050336,           0.0024088,           0.0012044,           0.0009712,           0.0009712,           0.0009712
                 458,            0.012382,            0.006602,           0.0019679,             0.99726,                   1,               0.995,             0.93802,           0.0050138,           0.0023934,           0.0011998,           0.0009514,           0.0009514,           0.0009514
                 459,            0.013312,           0.0055123,           0.0016177,             0.99728,                   1,               0.995,             0.90408,           0.0055858,           0.0024672,           0.0011968,           0.0009316,           0.0009316,           0.0009316
                 460,            0.012209,           0.0049712,           0.0034469,             0.99728,                   1,               0.995,             0.90408,           0.0055858,           0.0024672,           0.0011968,           0.0009118,           0.0009118,           0.0009118
                 461,            0.012095,           0.0047591,           0.0027127,             0.99728,                   1,               0.995,             0.86178,           0.0065452,           0.0025976,           0.0011923,            0.000892,            0.000892,            0.000892
                 462,            0.012256,           0.0060362,           0.0017839,             0.99727,                   1,               0.995,             0.91947,            0.005601,           0.0024507,            0.001184,           0.0008722,           0.0008722,           0.0008722
                 463,            0.012077,           0.0063863,           0.0020385,             0.99727,                   1,               0.995,             0.91744,           0.0056148,           0.0024429,           0.0011768,           0.0008524,           0.0008524,           0.0008524
                 464,            0.011328,           0.0054722,           0.0016966,             0.99727,                   1,               0.995,             0.91744,           0.0056148,           0.0024429,           0.0011768,           0.0008326,           0.0008326,           0.0008326
                 465,            0.012944,           0.0067196,           0.0021465,             0.99724,                   1,               0.995,             0.91595,           0.0057256,           0.0024617,            0.001174,           0.0008128,           0.0008128,           0.0008128
                 466,            0.011377,           0.0052428,            0.001695,             0.99721,                   1,               0.995,             0.93999,           0.0053532,           0.0024006,           0.0011732,            0.000793,            0.000793,            0.000793
                 467,            0.012984,            0.006957,           0.0015821,              0.9972,                   1,               0.995,             0.92419,           0.0052879,           0.0023869,           0.0011692,           0.0007732,           0.0007732,           0.0007732
                 468,            0.012334,           0.0056299,           0.0017665,              0.9972,                   1,               0.995,             0.92419,           0.0052879,           0.0023869,           0.0011692,           0.0007534,           0.0007534,           0.0007534
                 469,            0.012561,           0.0061822,           0.0018258,              0.9972,                   1,               0.995,             0.93043,           0.0051895,           0.0023642,            0.001166,           0.0007336,           0.0007336,           0.0007336
                 470,            0.012888,           0.0066816,           0.0023287,             0.99715,                   1,               0.995,             0.94885,           0.0049341,            0.002317,           0.0011632,           0.0007138,           0.0007138,           0.0007138
                 471,            0.011335,           0.0055575,           0.0014944,             0.99718,                   1,               0.995,             0.93046,           0.0048947,           0.0023049,           0.0011577,            0.000694,            0.000694,            0.000694
                 472,            0.014247,            0.006796,           0.0025973,             0.99718,                   1,               0.995,             0.93046,           0.0048947,           0.0023049,           0.0011577,           0.0006742,           0.0006742,           0.0006742
                 473,            0.012108,           0.0060686,           0.0018488,             0.99717,                   1,               0.995,             0.92959,            0.004893,           0.0023036,           0.0011553,           0.0006544,           0.0006544,           0.0006544
                 474,            0.011794,           0.0056388,           0.0018273,             0.99719,                   1,               0.995,             0.93102,            0.004914,           0.0022979,            0.001149,           0.0006346,           0.0006346,           0.0006346
                 475,            0.011491,           0.0053259,           0.0016646,             0.99715,                   1,               0.995,             0.93582,           0.0051744,            0.002326,           0.0011424,           0.0006148,           0.0006148,           0.0006148
                 476,            0.014412,           0.0058957,           0.0054859,             0.99715,                   1,               0.995,             0.93582,           0.0051744,            0.002326,           0.0011424,            0.000595,            0.000595,            0.000595
